;Estação Centro Av Contorno - Belo Horizonte - Regap;;;;;;;;;;;
Data e Hora;PM10;NO2;O3;SO2;PM 2,5;CO;Tº;DV;PP;VV;RS;UR
;µg/m3;µg/m3;µg/m3;µg/m3;µg/m3;PPM;ºc;º;mm;m/s;W/m2;%
11/01/2019 21:30;41,96;3,13;22,29;0,17;14;0,37;27,04;125,42;0;1,13;0,79;53,78
11/01/2019 22:30;51,84;1,97;15,57;0,1;8;0,31;26,65;132,47;0;1,55;0,83;55,51
11/01/2019 23:30;31,12;1,78;9,59;0,19;13;0,38;25,52;110,21;0;1,36;0,59;61,3
12/01/2019 00:30;33,89;0,41;4,6;;15;0,22;24,93;114,19;0;1,41;1,82;64,7
12/01/2019 01:30;31,74;0,38;4,39;;11;0,23;24,37;96,22;0;1,3;1,45;67,92
12/01/2019 02:30;40;0,36;3,72;;10;0,27;23,81;108,89;0;1,15;1,06;69,82
12/01/2019 03:30;31,19;0,5;3,51;;12;0,27;23,41;103,42;0;1,15;1,48;69,75
12/01/2019 04:30;33,55;0,81;2,6;0,1;11;0,24;23;115,34;0;1,43;1,45;71,23
12/01/2019 05:30;20,74;3,51;3,02;0,25;9;0,49;22,58;109,97;0;1,15;10,18;74,17
12/01/2019 06:30;27,34;3,85;15,34;0,4;11;0,38;24,39;112,09;0;1,49;148,56;69,07
12/01/2019 07:30;22,33;3,05;27,71;0,73;7;0,29;26,16;116,47;0;2,06;336,36;64,54
12/01/2019 08:30;18,07;1,79;21,67;0,52;4;0,31;28,19;126,09;0;2,35;662,48;56,71
12/01/2019 09:30;14,66;0,89;16,66;0,48;3;0,29;28,71;124,2;0;2,76;761,51;54,15
12/01/2019 10:30;18,71;0,83;20,7;0,48;5;0,38;30,31;127,97;0;2,35;949,51;49,33
12/01/2019 11:30;19,4;0,87;30,31;0,5;6;0,3;32,22;100,22;0;2,37;1145,16;42,2
12/01/2019 12:30;18,35;0,57;37,76;0,44;5;0,34;32,9;85,56;0;1,9;695,8;38,78
12/01/2019 13:30;18,51;0,35;43,22;0,46;5;0,31;33,68;107,94;0;2,22;476,29;35,91
12/01/2019 14:30;10,51;0,91;41,6;0,46;8;0,28;32,42;114,88;0;2,1;287,2;38,29
12/01/2019 15:30;15,35;1,41;45,28;0,42;8;0,3;31,85;123,66;0;2,23;127,59;39,76
12/01/2019 16:30;21,8;3,16;48,07;0,38;13;0,34;30,96;116,17;0;2,29;49,25;41,15
12/01/2019 17:30;25,3;3,89;55,74;0,25;10;0,45;30,86;115,85;0;1,28;68,01;41,3
12/01/2019 18:30;30,41;2,77;29,66;0,19;13;0,36;30,03;100,9;0;0,99;14,91;41,85
12/01/2019 19:30;31,67;6,18;26,75;0,45;10;0,38;29,14;121,95;0;1,55;0,67;44,33
12/01/2019 20:30;38,88;2,73;23,34;0,24;6;0,3;28,65;126,18;0;2,22;0,81;44,7
12/01/2019 21:30;33,92;1,48;18,11;0,17;9;0,28;27,74;121,02;0;1,94;0,77;49,46
12/01/2019 22:30;33,94;1,28;10,91;0,12;7;0,31;26,65;118,78;0;1,75;1,12;57,98
12/01/2019 23:30;31,58;1,1;7,8;0,15;9;0,29;25,97;118,72;0;1,62;2,16;63,48
13/01/2019 00:30;22,92;0,34;3,88;;9;;25,73;115,3;0;1,73;2,58;64,25
13/01/2019 01:30;31,22;0,24;4,01;;11;0,27;25,33;118,54;0;2,09;2,37;65,8
13/01/2019 02:30;25,67;0,24;3,53;;6;0,27;24,63;119,31;0;2,31;1,77;68,95
13/01/2019 03:30;24,8;0,13;3,62;0,11;7;0,25;23,93;133,55;0;1,95;1,66;72,15
13/01/2019 04:30;14,98;0,22;3,36;0,11;6;0,25;23,44;110,18;0;1,84;1,65;73,7
13/01/2019 05:30;18,13;1,22;7,01;0,23;4;0,29;22,99;116,45;0;1,6;12,2;75,74
13/01/2019 06:30;16,93;2,04;18,29;0,61;4;0,34;24,75;117,32;0;2,3;131,95;68,44
13/01/2019 07:30;13,47;2,74;30,31;0,98;;0,21;24,56;116,54;0;2,83;216,36;67,14
13/01/2019 08:30;7,93;1,15;21,45;0,79;6;0,22;25,71;111,65;0;2,32;418,84;64,07
13/01/2019 09:30;9,26;0,65;16,71;0,69;6;0,29;28,29;122,87;0;2,39;896,5;54,77
13/01/2019 10:30;11,09;0,38;21,02;0,53;5;0,32;29,98;56,43;0;1,56;807,86;47,72
13/01/2019 11:30;12,13;0,32;30,89;0,65;2;0,4;30,72;111,21;0;1,86;908,09;44,18
13/01/2019 12:30;11,94;0,29;35,98;0,63;3;0,43;31,8;58,42;0;1,64;553,7;39,66
13/01/2019 13:30;12,42;0,4;40,23;0,56;4;0,38;33,22;88,57;0;1,7;694,59;34,26
13/01/2019 14:30;12,89;1,49;36,26;0,66;3;0,36;33,29;102,7;0;1,98;749,45;33,76
13/01/2019 15:30;15,45;0,5;41,78;0,74;6;0,29;33,06;119,07;0;2,76;608,98;34,29
13/01/2019 16:30;18,37;0,58;47,51;0,86;6;0,33;32,37;122,19;0;2,5;290,36;37,22
13/01/2019 17:30;16,11;1,24;54,22;0,87;5;0,33;30,99;117,65;0;3,01;99,4;39,82
13/01/2019 18:30;25,22;2,15;24,44;0,75;;0,24;29,6;112,67;0;2,46;10,85;43,7
13/01/2019 19:30;22,3;1,88;29,31;0,6;6;0,26;28,39;114,33;0;2,34;0,73;48,38
13/01/2019 20:30;26,21;2,05;19,3;0,42;6;0,33;27,46;116,96;0;1,43;0,11;51,31
13/01/2019 21:30;18,29;1,41;14,12;0,34;12;0,31;26,88;116,87;0;1,82;0,63;51,87
13/01/2019 22:30;25,25;0,51;11,4;0,25;9;0,29;26,35;116,01;0;1,88;0,69;51,24
13/01/2019 23:30;18,95;0,56;9,98;0,2;10;0,29;25,6;115,16;0;1,79;0,67;52,91
14/01/2019 00:30;18,38;0,29;5,03;0,11;9;0,21;25,3;115,87;0;2,03;1,07;55,33
14/01/2019 01:30;20,34;0,19;4,48;0,12;7;0,18;24,62;110,85;0;1,48;0,84;58,87
14/01/2019 02:30;25,25;0,28;3,88;;6;0,18;24,16;114,75;0;1,48;0,92;61,22
14/01/2019 03:30;15,28;0,34;3,36;0,1;6;0,21;23,59;116,91;0;1,91;1,29;63,95
14/01/2019 04:30;13,77;0,51;2,97;0,1;5;0,21;23,02;117,77;0;2,09;1,43;67,71
14/01/2019 05:30;12,23;1,48;6,41;0,28;9;0,31;22,57;124,6;0;2,24;10,08;71,69
14/01/2019 06:30;27,58;2,38;16,86;0,61;6;0,4;24,43;127,92;0;2,25;128,32;67,25
14/01/2019 07:30;25,76;2,71;25,54;1,02;4;0,26;26,25;123,87;0;2,27;366,37;60,89
14/01/2019 08:30;15,32;1,16;21,65;0,97;7;0,25;27,84;128,83;0;2,51;677,29;54,14
14/01/2019 09:30;22,58;1;16,24;0,83;6;0,37;29,57;109,37;0;2,03;895,17;48,88
14/01/2019 10:30;;0,52;19,61;0,81;;0,42;30,81;126,38;0;2,36;1056,23;44,39
14/01/2019 11:30;20,45;0,87;30,28;0,86;;0,39;31,89;138,54;0;2,44;1123,41;41,23
14/01/2019 12:30;19,5;1,09;37,74;0,88;3;0,39;33,03;108,54;0;2,01;920,08;35,21
14/01/2019 13:30;10,88;1,51;42,49;1,01;3;0,33;33,9;142,25;0;2,29;771,92;32,45
14/01/2019 14:30;16,85;1,13;36,58;1,11;2;0,31;34,02;106,84;0;2,38;867,53;32,62
14/01/2019 15:30;23,41;1,55;40,67;1,13;5;0,29;33,26;124,58;0;2,7;677,53;34,45
14/01/2019 16:30;18,65;2,57;45,6;1,34;8;0,35;32,9;125,36;0;2,74;430,58;35,36
14/01/2019 17:30;27,85;3,06;55,8;1,28;8;0,32;31,5;121,31;0;2,66;87,2;36,79
14/01/2019 18:30;19,81;3,84;25,84;1,01;7;0,27;30,29;122,28;0;2,52;8,7;39,82
14/01/2019 19:30;30,78;4,62;26,98;0,9;6;0,29;29,36;127,57;0;2,04;0,38;43,92
14/01/2019 20:30;32,35;2,34;24,46;0,6;8;0,36;28,24;121,54;0;2,21;0,55;49,4
14/01/2019 21:30;26,86;1,63;20,59;0,47;11;0,35;27,54;137,39;0;1,97;0,69;53,79
14/01/2019 22:30;29,79;1,4;13,3;0,26;11;0,33;26,81;122,95;0;1,5;0,62;56,7
14/01/2019 23:30;31,64;0,67;11,42;0,22;8;0,28;26,29;119,52;0;1,45;0,65;58,49
15/01/2019 00:30;35,23;0,27;4,27;;16;0,22;25,53;112,8;0;1,33;0,59;61,52
15/01/2019 01:30;24,93;0,2;4,31;;4;;25,21;118,8;0;1,17;0,63;61,88
15/01/2019 02:30;13,6;0,25;3,71;;8;0,21;24,58;120,76;0;1,35;0,71;65
15/01/2019 03:30;19,47;0,45;2,91;;9;0,21;24,06;114,69;0;1,3;1,18;67,97
15/01/2019 04:30;27,39;0,44;2,67;0,1;6;0,27;23,87;114,65;0;1,66;1,25;69,8
15/01/2019 05:30;17,86;1,32;5,59;0,23;6;0,27;23,56;106,59;0;1,3;12,27;71,74
15/01/2019 06:30;10,34;3,11;12,61;0,33;9;0,36;25,5;114,16;0;1,88;120,41;66,03
15/01/2019 07:30;20,46;2,59;21,39;0,66;;0,33;27,1;112,19;0;2,18;353,77;61,85
15/01/2019 08:30;26,22;1,82;16,59;0,53;;0,41;28,68;120,24;0;2,05;648,9;55,02
15/01/2019 09:30;21,98;1,73;13,37;0,57;6;0,37;31,31;86,87;0;1,62;873,08;46,54
15/01/2019 10:30;19,82;2,07;22,46;0,55;6;0,4;32,21;115,88;0;1,84;1020,6;43,34
15/01/2019 11:30;23,53;2,1;45,21;0,55;7;0,39;33,58;112,3;0;1,7;1028,87;39,6
15/01/2019 12:30;27,87;2;55,5;0,7;11;0,36;34,24;45;0;1,85;729,17;36,49
15/01/2019 13:30;29,96;1,99;59,25;0,89;7;0,34;34,16;29,54;0;1,72;623,84;36,54
15/01/2019 14:30;22,83;1,84;50,49;0,88;6;0,4;34,62;126,31;0;1,88;673,21;35,44
15/01/2019 15:30;25,78;1,68;52,75;1,1;5;0,37;34,15;48,36;0;1,62;523,38;35,67
15/01/2019 16:30;26,41;1,66;55,77;1,06;6;0,33;33,78;80,62;0;1,87;243,46;36,45
15/01/2019 17:30;23,47;3,8;56,06;1,14;8;0,33;32,64;107,16;0;1,7;84,19;40,34
15/01/2019 18:30;50,68;2,98;25,98;1,1;6;0,22;31,56;123,05;0;1,89;13,31;43,27
15/01/2019 19:30;46,62;4,4;29,58;0,83;11;0,31;30,39;127,88;0;1,86;0,78;45,88
15/01/2019 20:30;48,6;2,04;21,59;0,56;6;0,24;29,57;122,58;0;1,74;0,56;47,74
15/01/2019 21:30;44,91;1,94;13,7;0,38;9;0,26;28,81;125,78;0;1,61;0,58;50,01
15/01/2019 22:30;32,3;1,13;11,67;0,18;8;0,28;27,95;114,07;0;1,74;0,95;54,97
15/01/2019 23:30;34,21;0,51;9,81;0,17;9;0,29;27,21;117,82;0;1,77;1,16;59,2
16/01/2019 00:30;28,71;;4,26;0,1;6;0,28;26,5;117,22;0;1,67;1,39;63,04
16/01/2019 01:30;23,31;0,52;3,57;;7;0,32;26,16;121,64;0;1,23;1,27;64,48
16/01/2019 02:30;14,05;0,1;3,89;;;0,31;25,71;113,25;0;1,63;1,29;66,36
16/01/2019 03:30;22,34;0,41;3,11;;6;0,27;25,29;109,15;0;1,39;1,55;67,78
16/01/2019 04:30;15,83;0,62;2,88;0,1;6;0,32;25,1;115,58;0;1,29;1,56;68,35
16/01/2019 05:30;21,6;1,59;4,8;0,27;9;0,47;25,1;106,58;0;1,43;12,22;68,11
16/01/2019 06:30;20,92;3,27;11,31;0,44;11;0,58;27,13;112,72;0;1,84;121,91;61,08
16/01/2019 07:30;27,48;3,16;23,52;0,75;8;0,46;28,85;126,9;0;2,37;341,73;54,95
16/01/2019 08:30;16,36;1,92;19,56;0,83;5;0,57;30,96;112;0;1,75;647,14;48,97
16/01/2019 09:30;20,92;0,68;17,21;0,65;4;0,55;31,91;100,26;0;1,96;879,08;47,07
16/01/2019 10:30;21,64;1,35;24,61;0,64;7;0,51;33,68;166,49;0;1,76;1034,26;40,85
16/01/2019 11:30;30,11;1,99;52,89;0,6;5;0,53;34,85;331,29;0;1,55;913,35;37,88
16/01/2019 12:30;42,03;2,44;66,7;0,52;7;0,61;35,6;29,56;0;1,45;744,67;34,37
16/01/2019 13:30;25,58;4,34;71,03;0,48;9;0,53;35,09;12,47;0;1,8;578,62;34,7
16/01/2019 14:30;30,72;4,77;52,73;0,64;10;0,46;36,3;346,92;0;1,98;797,43;31,56
16/01/2019 15:30;29,62;7,46;44,31;0,92;11;0,48;34,67;305,75;0;1,95;57,42;34,23
16/01/2019 16:30;37,9;4,03;38,73;0,86;10;0,38;31,31;131,7;0;2,24;15,52;48,25
16/01/2019 17:30;33,51;9,69;28,17;0,88;10;0,49;31,12;154,69;0;1,5;35,44;49,67
16/01/2019 18:30;40,06;8,91;16,73;0,6;12;0,5;30,09;149,57;0;1,75;5,26;52,66
16/01/2019 19:30;34,81;7,92;31,17;0,68;15;0,46;28,78;150,94;0;1,5;2,38;52,32
16/01/2019 20:30;;6,82;23,45;0,4;;0,44;28,9;153,86;0;1,02;2,43;51,36
16/01/2019 21:30;40,2;5,16;15,64;0,34;36;0,5;28,91;149,25;0;0,8;2,25;52,8
16/01/2019 22:30;37,77;1,93;15,91;0,22;9;0,42;29,02;140,11;0;1,58;2,16;52,67
16/01/2019 23:30;36,66;0,93;15,6;0,17;6;0,39;28,56;154,84;0;1,38;1,73;54,65
17/01/2019 00:30;39,9;0,33;5,39;;7;0,25;26,85;93,55;0;1,31;2,05;58,78
17/01/2019 01:30;25,93;0,38;6,76;;9;0,24;26,84;115,53;0;1,75;2,14;55,86
17/01/2019 02:30;25,06;0,24;7,5;;8;0,25;25,85;140,78;0;1,55;1,76;56,97
17/01/2019 03:30;18,96;0,38;6,45;;7;0,27;25,65;158,08;0;0,99;1,87;59,05
17/01/2019 04:30;23,99;1,16;4,41;;9;0,37;25,71;175,93;0;1,01;1,54;60,45
17/01/2019 05:30;24,08;5,84;4,04;0,1;11;0,42;25,42;353,04;0;0,55;8,77;62,14
17/01/2019 06:30;31,55;15,07;6,7;0,26;21;0,72;26,11;308,7;0;1,91;50,64;61,09
17/01/2019 07:30;48,38;17,77;17,25;0,77;12;0,67;26,1;314,87;0;2,69;215,99;63,35
17/01/2019 08:30;62,82;12,54;20,53;0,67;15;0,6;27,58;308,58;0;2,48;534,06;59,18
17/01/2019 09:30;78,99;8,5;24,44;0,59;16;0,64;30,89;298,12;0;1,41;834,02;47,36
17/01/2019 10:30;65,38;3,71;33,78;0,64;12;0,49;32,14;330,86;0;1,97;869,39;44,26
17/01/2019 11:30;47,91;2,08;49,19;0,49;7;0,42;32,18;30,65;0;1,79;912;45,66
17/01/2019 12:30;44,4;1,93;60,05;0,5;13;0,37;33,77;1,97;0;1,72;909,23;41,31
17/01/2019 13:30;42,43;2,17;66,32;0,72;11;0,38;33,49;3,67;0;1,77;459,31;40,72
17/01/2019 14:30;36,64;3,35;54,22;0,73;10;0,43;34,3;349,44;0;2,04;771,98;37,72
17/01/2019 15:30;40,58;6,05;61,94;0,95;12;0,53;34,55;333,24;0;1,88;495,89;35,61
17/01/2019 16:30;37,49;6,48;66,93;0,95;13;0,41;32,48;79,45;0;1,55;31,01;41,91
17/01/2019 17:30;48,18;10,08;63,99;0,89;10;0,4;30,33;133,13;0;1,94;46,59;47,81
17/01/2019 18:30;42,5;14,27;31,63;0,64;11;0,41;28,95;155,76;0;1,83;13,58;51,87
17/01/2019 19:30;50,3;9,08;41,75;0,6;8;0,34;28,13;148,31;0;1,22;1,17;53,02
17/01/2019 20:30;52,05;4,83;34,54;0,37;8;0,31;27,94;125,72;0;1,21;0,81;51,77
17/01/2019 21:30;46,04;3,32;21,53;0,3;12;0,38;26,99;114,21;0;1,2;0,56;57
17/01/2019 22:30;44,46;2,73;11,73;0,19;9;0,38;26,13;109,37;0;1,09;1,41;59,88
17/01/2019 23:30;37,97;2,45;12,37;0,22;;0,3;25,74;114,94;0;1,22;1,78;60,49
18/01/2019 00:30;38,49;0,3;6,12;;38;0,23;25,98;105,36;0;1,11;1,27;59,71
18/01/2019 01:30;27,91;0,47;5,47;;14;0,28;25,41;98,12;0;1,19;1,28;63,4
18/01/2019 02:30;31,84;0,25;4,85;0,1;12;0,34;24,85;108,96;0;0,86;1,19;67,27
18/01/2019 03:30;33,81;0,48;4,38;;9;0,28;24,51;122,34;0;0,96;1,39;67,66
18/01/2019 04:30;25,58;0,91;3,07;0,11;12;0,31;23,85;111,67;0;1,15;1,34;70,53
18/01/2019 05:30;17,62;3,24;5,88;0,18;12;0,44;23,5;124,15;0;1,34;10,1;72,31
18/01/2019 06:30;31,04;4,65;18,28;0,55;13;0,46;26,17;96,89;0;1,44;117,74;65,31
18/01/2019 07:30;26,56;4,3;28,23;0,77;15;0,51;28,25;111,81;0;2,03;338,52;58,14
18/01/2019 08:30;31,87;3,87;25,44;0,72;10;0,48;29,7;116,48;0;2,07;638,33;53,56
18/01/2019 09:30;34,55;1,64;24,5;0,53;14;0,51;31,62;115,88;0;1,52;866,09;48,57
18/01/2019 10:30;36,78;1,26;32,61;0,48;14;0,45;33,21;46,28;0;1,65;973,06;45,29
18/01/2019 11:30;27,18;2,02;47,14;0,55;9;0,41;33,51;102,56;0;1,49;565,45;42,86
18/01/2019 12:30;32,9;0,89;53,66;0,6;10;0,39;33,97;19,78;0;1,59;659,5;40,26
18/01/2019 13:30;27,41;1,4;45,77;0,58;7;0,39;35,15;102,41;0;2,15;605,8;35,1
18/01/2019 14:30;23,25;0,96;36,5;0,48;8;0,4;35,48;110,65;0;2,3;782,26;33,12
18/01/2019 15:30;22,63;2,07;39,16;0,68;;0,38;34,29;22,18;0;2,17;490,87;36,22
18/01/2019 16:30;32,38;2,61;45,78;0,62;;0,37;33,65;60,86;0;2,02;307,26;38,89
18/01/2019 17:30;21,99;1,98;62,57;0,73;6;0,26;32,47;109,11;0;1,84;59,3;39,52
18/01/2019 18:30;16,33;3,07;50,06;0,56;9;0,27;31,32;119,49;0;2,13;9,8;44,64
18/01/2019 19:30;25,21;3,59;61,84;0,39;9;0,32;30,2;117,18;0;1,9;0,9;50,52
18/01/2019 20:30;25,67;2,45;73,48;0,23;15;0,33;29,11;117,69;0;2;0,94;55,61
18/01/2019 21:30;20,45;1,71;60,81;0,15;9;0,3;28,19;119,21;0;1,94;1,08;58,68
18/01/2019 22:30;26,86;1,63;41,37;;15;0,32;27,61;121,58;0;1,86;0,92;57,08
18/01/2019 23:30;36,08;0,98;45,09;;8;0,38;27,03;121,44;0;1,44;0,67;59,25
19/01/2019 00:30;21,44;0,48;14,66;;10;0,23;26,38;110,77;0;1,8;1,04;62,14
19/01/2019 01:30;20,54;0,41;19,78;;7;0,27;25,51;115,24;0;1,76;1,23;65,59
19/01/2019 02:30;12,49;0,41;20,41;;5;0,3;25,3;120,11;0;1,86;1,36;64,76
19/01/2019 03:30;14,36;0,15;13,96;;5;0,33;25,04;123;0;1,75;1,19;64,82
19/01/2019 04:30;12,99;0,47;11,03;;8;0,27;24,5;115,02;0;1,47;1,07;66,94
19/01/2019 05:30;22,78;1,96;28,34;;17;0,37;24,12;120,75;0;1,42;9,35;68,75
19/01/2019 06:30;19,22;3,71;88,76;;6;0,43;26,47;123,41;0;1,79;106,24;59,86
19/01/2019 07:30;30,25;2,21;95,12;;7;0,25;27,53;115,63;0;2,3;340,74;55,48
19/01/2019 08:30;34,94;1,6;79,5;;5;0,3;29,37;122,29;0;2,39;648,53;49,59
19/01/2019 09:30;27,61;0,85;47,74;;7;0,35;30,5;114,18;0;2,71;884,42;47,23
19/01/2019 10:30;26,41;0,93;48,14;;7;0,33;32,22;128,59;0;2,4;961,88;43,15
19/01/2019 11:30;20,7;0,86;66,66;;9;0,29;33,55;128,39;0;2,15;1067,14;39,1
19/01/2019 12:30;27,2;0,58;86,84;;10;0,3;34,03;114,23;0;2,1;890,83;38,07
19/01/2019 13:30;21,35;0,79;82,2;;6;0,28;33,91;75,64;0;1,79;544,38;36,2
19/01/2019 14:30;23,39;0,76;71,15;;5;0,35;35,28;357,4;0;1,78;815,17;30,35
19/01/2019 15:30;14,79;0,56;53,82;;6;0,31;34,02;92,1;0;1,52;370,15;30,54
19/01/2019 16:30;7,59;1,84;68,91;;6;0,28;34,17;105,23;0;1,5;377,98;29,49
19/01/2019 17:30;9,07;1,35;104,48;;9;0,25;33,13;107,4;0;1,64;87,11;30,53
19/01/2019 18:30;14,56;3,37;51,02;;6;0,24;31,9;110,95;0;1,57;9,27;34,5
19/01/2019 19:30;24,56;3,97;64,25;;5;0,22;30,64;130,68;0;1,75;0,16;35,7
19/01/2019 20:30;23,75;2,35;42,19;;6;0,33;29,81;121,3;0;1,62;0,17;35,68
19/01/2019 21:30;32,88;1,62;31,76;;9;0,39;28,67;115,45;0;1,51;0,23;39,1
19/01/2019 22:30;28,98;2,19;21,1;;9;0,47;27,99;120,62;0;1,38;0,59;45,33
19/01/2019 23:30;37,37;1,18;23,26;;17;0,41;27,29;111,04;0;1,78;0,85;52,28
20/01/2019 00:30;32,99;0,3;12,08;;12;0,22;26,44;103,34;0;1,58;0,96;56,08
20/01/2019 01:30;30,49;0,24;10,71;;7;0,25;26,03;105,03;0;1,17;0,91;57,34
20/01/2019 02:30;32,9;0,26;7,47;;5;0,26;25,66;114,24;0;0,99;0,97;58,07
20/01/2019 03:30;20,37;0,29;3,77;;6;0,26;25,31;111,43;0;1,38;1,27;59,06
20/01/2019 04:30;23,65;0,48;3,27;;6;0,3;24,89;120,65;0;1,43;1,18;60,94
20/01/2019 05:30;23,36;1,04;8,96;;7;0,27;24,42;108,45;0;1,16;10,77;63,29
20/01/2019 06:30;20,17;2,62;28,33;;13;0,36;26,37;109,7;0;1,59;106,17;57,06
20/01/2019 07:30;24,63;1,52;40,06;;9;0,29;27,29;107,84;0;1,96;236,42;53,86
20/01/2019 08:30;13,88;1,03;25,22;;7;0,25;28,85;124,66;0;2,24;508,66;49,69
20/01/2019 09:30;24,32;1,35;19,21;;8;0,31;31,4;142,73;0;1,65;888,28;41,79
20/01/2019 10:30;14,33;0,53;25,22;;6;0,43;33,25;101,33;0;1,51;1023,81;37,07
20/01/2019 11:30;15,73;1,05;39,83;;5;0,44;34,44;32,71;0;1,61;968,24;33,77
20/01/2019 12:30;19,35;1,85;53,75;;7;0,37;35,14;333,46;0;1,91;851,04;31
20/01/2019 13:30;26,12;1,9;61,92;;9;0,38;35,36;280,4;0;1,5;478,78;30,41
20/01/2019 14:30;19,65;1,97;56,53;;11;0,42;34,72;353,9;0;1,48;395,51;32,39
20/01/2019 15:30;36,08;2,17;60,98;;10;0,39;34,62;64,07;0;1,31;336,33;32,99
20/01/2019 16:30;21,87;2,89;60,48;;11;0,33;33,13;345,74;0;2,02;55,63;37,14
20/01/2019 17:30;26,31;8,82;53,82;;15;0,42;29,57;287,67;0,2;1,94;13,86;57,51
20/01/2019 18:30;54,04;5,92;23,1;;11;0,33;25,97;170,4;1;1,85;2,37;73,59
20/01/2019 19:30;39,15;11,53;13,11;;15;0,52;24,64;319,24;0,8;0,52;5,08;86,94
20/01/2019 20:30;29,25;10,71;6,14;;14;0,76;25,43;86,09;0;0,9;8,3;84,68
20/01/2019 21:30;27,04;2,97;9,86;;12;0,57;25,81;118,93;0;1,19;9,42;77,79
20/01/2019 22:30;25,66;1,42;7,5;;10;0,47;25,98;120,7;0;1,15;7,33;74,77
20/01/2019 23:30;34,97;0,75;8,45;;9;0,36;26,44;104,56;0;1,21;4,23;67,98
21/01/2019 00:30;32,94;0,24;3,37;;5;0,29;26,35;119,32;0;1,33;3;66,23
21/01/2019 01:30;23,74;0,41;3,82;;9;0,33;25,98;130,56;0;1,15;2,9;65,43
21/01/2019 02:30;24,33;0,17;3,5;;7;0,27;26,04;122,79;0;1,22;3,25;60,73
21/01/2019 03:30;18,81;0,25;3,55;;7;0,23;25,99;106,17;0;1,29;2,99;59,14
21/01/2019 04:30;13,47;0,39;3,09;;9;0,27;25,4;115,21;0;1,47;1,68;61,69
21/01/2019 05:30;21,45;2,21;5,18;;7;0,39;24,94;115,47;0;1,87;10,18;63,23
21/01/2019 06:30;17,23;2,58;18,02;;7;0,46;26,01;113,56;0;2,41;106,34;59
21/01/2019 07:30;20,18;3,79;29,19;;6;0,45;27,57;113,39;0;2,69;332,2;54,8
21/01/2019 08:30;;3,66;22;;;0,4;28,56;118,12;0;3,04;628,14;52,8
21/01/2019 09:30;19,87;1,19;15,31;;2;0,39;30,32;125,87;0;2,33;858,75;48,67
21/01/2019 10:30;25,28;0,81;17,09;;6;0,58;31,74;123,84;0;2,16;978,17;45,4
21/01/2019 11:30;26,15;1,03;25,9;;5;0,4;31,77;122,61;0;2,28;695,23;46,02
21/01/2019 12:30;26,56;0,85;28,76;;4;0,37;32,81;110,53;0;2,15;760,78;43,44
21/01/2019 13:30;21,55;1,55;31,5;;5;0,35;32,55;77,2;0;1,62;325,2;43,76
21/01/2019 14:30;20,3;1,24;30,56;;6;0,37;32,52;115,25;0;1,45;376,3;43,24
21/01/2019 15:30;27,83;2,18;37,15;;7;0,36;32,78;118,71;0;1,87;302,05;42,04
21/01/2019 16:30;23,5;3,78;37,05;;7;0,37;32,06;128,71;0;2,41;195,95;43,68
21/01/2019 17:30;27,98;3,14;34,84;;6;0,32;30,97;123,13;0;2,38;108,7;47,91
21/01/2019 18:30;32,62;3,74;17,44;;9;0,31;30,06;136,09;0;2,17;15,66;50,56
21/01/2019 19:30;38,01;2,75;27,46;;10;0,35;29,41;139,24;0;2,02;2,9;53,48
21/01/2019 20:30;37,72;4,31;13,84;;12;0,44;28,98;175,9;0;1,87;2,68;56,23
21/01/2019 21:30;37,14;3,45;16,08;;8;0,38;26,93;198,34;0;1,45;2,55;60,46
21/01/2019 22:30;29,86;1,11;16,63;;4;0,35;27,09;126,7;0;1,12;2,21;55,81
21/01/2019 23:30;29,03;0,84;13,39;;3;0,31;26,58;126,45;0;1,01;1,63;57,44
22/01/2019 00:30;18,93;0,16;5,29;;4;0,26;26,59;123,02;0;1,8;2,39;60,4
22/01/2019 01:30;30,16;0,34;4,3;;11;0,27;26,03;108,53;0;1,59;1,76;65,55
22/01/2019 02:30;18,13;0,22;4,24;;8;0,31;25,45;113,14;0;0,98;1,43;67,82
22/01/2019 03:30;13,97;0,28;3,85;;7;0,32;24,89;128,96;0;0,75;1,61;68,39
22/01/2019 04:30;22,92;0,53;3,26;;6;0,38;24,89;119,75;0;0,96;1,55;62,3
22/01/2019 05:30;30,5;2,45;6,36;;8;0,49;24,45;102,9;0;0,9;7,94;64,38
22/01/2019 06:30;20,74;5,69;14,2;;11;0,7;26,52;108,53;0;1,34;110,27;58,85
22/01/2019 07:30;38,05;5,46;31,26;;8;0,46;28,42;111,71;0;1,76;324,66;51,87
22/01/2019 08:30;34,68;2,23;26,25;;6;0,45;30,2;107,86;0;1,45;626,54;44,32
22/01/2019 09:30;25,41;2,43;20,7;;6;0,42;31,59;129,15;0;1,38;857,29;40,07
22/01/2019 10:30;31,25;1,95;24,37;;4;0,47;33,06;86,77;0;1,6;1013,53;36,89
22/01/2019 11:30;26,22;1,29;33,19;;3;0,49;33,67;118,59;0;1,67;978,17;37,81
22/01/2019 12:30;36,07;0,88;44,75;;3;0,37;34,34;112,24;0;2,24;827,99;36,37
22/01/2019 13:30;69,73;0,79;45,57;;5;0,34;35,2;104,94;0;2,14;702,2;35,34
22/01/2019 14:30;60,32;1,03;38,5;;5;0,47;35,22;130,23;0;2,57;822,55;35,97
